data,regione,classe_incidenza
20-03-23,Lombardia,10.01-15
20-03-30,Lombardia,10.01-15
20-04-06,Lombardia,10.01-15
20-12-07,Lombardia,10.01-15
20-12-14,Lombardia,10.01-15
20-12-21,Lombardia,10.01-15
20-12-28,Lombardia,10.01-15
21-01-11,Lombardia,10.01-15
21-01-18,Lombardia,10.01-15
21-01-25,Lombardia,10.01-15
21-02-01,Lombardia,10.01-15
21-02-08,Lombardia,10.01-15
21-04-12,Lombardia,10.01-15
21-04-19,Lombardia,10.01-15
20-03-23,PA Bolzano,10.01-15
21-03-15,PA Bolzano,10.01-15
21-03-22,PA Bolzano,10.01-15
21-03-29,PA Bolzano,10.01-15
20-03-16,PA Trento,10.01-15
20-03-23,PA Trento,10.01-15
20-03-30,PA Trento,10.01-15
20-04-06,PA Trento,10.01-15
21-04-05,PA Trento,10.01-15
21-04-12,PA Trento,10.01-15
21-04-19,PA Trento,10.01-15
20-10-12,Veneto,10.01-15
21-01-18,Veneto,10.01-15
21-01-25,Veneto,10.01-15
21-02-15,Veneto,10.01-15
21-02-22,Veneto,10.01-15
21-04-05,Veneto,10.01-15
21-04-12,Veneto,10.01-15
21-04-19,Veneto,10.01-15
21-04-05,Friuli,10.01-15
21-04-12,Friuli,10.01-15
20-10-05,Liguria,10.01-15
20-11-30,Liguria,10.01-15
20-12-07,Liguria,10.01-15
20-12-14,Liguria,10.01-15
20-12-21,Liguria,10.01-15
20-12-28,Liguria,10.01-15
21-01-11,Liguria,10.01-15
21-01-18,Liguria,10.01-15
21-01-25,Liguria,10.01-15
21-02-01,Liguria,10.01-15
21-02-08,Liguria,10.01-15
21-02-15,Liguria,10.01-15
21-04-12,Liguria,10.01-15
21-04-19,Liguria,10.01-15
20-03-16,Emilia,10.01-15
21-04-19,Emilia,10.01-15
20-11-30,Toscana,10.01-15
21-02-01,Toscana,10.01-15
21-02-08,Toscana,10.01-15
20-12-07,Umbria,10.01-15
20-12-14,Umbria,10.01-15
20-12-21,Umbria,10.01-15
21-03-15,Umbria,10.01-15
21-03-22,Umbria,10.01-15
21-03-29,Umbria,10.01-15
21-04-05,Umbria,10.01-15
20-12-07,Marche,10.01-15
21-04-05,Marche,10.01-15
21-04-12,Marche,10.01-15
21-04-19,Marche,10.01-15
20-10-12,Lazio,10.01-15
20-12-21,Lazio,10.01-15
21-01-11,Lazio,10.01-15
21-01-18,Lazio,10.01-15
21-01-25,Lazio,10.01-15
21-02-01,Lazio,10.01-15
21-02-08,Lazio,10.01-15
21-02-15,Lazio,10.01-15
21-04-12,Lazio,10.01-15
21-04-19,Lazio,10.01-15
20-12-07,Abruzzo,10.01-15
20-12-28,Abruzzo,10.01-15
21-01-04,Abruzzo,10.01-15
21-01-11,Abruzzo,10.01-15
21-01-18,Abruzzo,10.01-15
21-03-29,Abruzzo,10.01-15
21-04-05,Abruzzo,10.01-15
21-04-12,Abruzzo,10.01-15
20-10-19,Molise,10.01-15
20-12-07,Molise,10.01-15
20-12-14,Molise,10.01-15
20-12-28,Molise,10.01-15
21-01-04,Molise,10.01-15
21-01-18,Molise,10.01-15
21-03-08,Molise,10.01-15
21-03-15,Molise,10.01-15
20-12-07,Campania,10.01-15
20-12-14,Campania,10.01-15
20-12-28,Campania,10.01-15
21-01-04,Campania,10.01-15
21-01-11,Campania,10.01-15
21-01-18,Campania,10.01-15
21-01-25,Campania,10.01-15
20-10-26,Puglia,10.01-15
20-12-21,Puglia,10.01-15
21-02-15,Puglia,10.01-15
20-10-26,Basilicata,10.01-15
20-11-30,Basilicata,10.01-15
20-12-28,Basilicata,10.01-15
21-01-04,Basilicata,10.01-15
21-02-08,Basilicata,10.01-15
21-02-15,Basilicata,10.01-15
21-02-22,Basilicata,10.01-15
21-03-22,Basilicata,10.01-15
20-11-09,Calabria,10.01-15
20-11-23,Calabria,10.01-15
20-12-28,Calabria,10.01-15
21-01-04,Calabria,10.01-15
21-01-11,Calabria,10.01-15
21-01-18,Calabria,10.01-15
21-03-08,Calabria,10.01-15
21-03-15,Calabria,10.01-15
21-03-22,Calabria,10.01-15
21-03-29,Calabria,10.01-15
21-04-19,Calabria,10.01-15
20-10-19,Sicilia,10.01-15
20-10-26,Sicilia,10.01-15
20-11-30,Sicilia,10.01-15
20-12-07,Sicilia,10.01-15
20-12-14,Sicilia,10.01-15
20-12-21,Sicilia,10.01-15
21-01-25,Sicilia,10.01-15
21-03-15,Sicilia,10.01-15
21-03-22,Sicilia,10.01-15
20-10-19,Sardegna,10.01-15
20-12-07,Sardegna,10.01-15
20-12-14,Sardegna,10.01-15
20-12-21,Sardegna,10.01-15
20-12-28,Sardegna,10.01-15
21-01-04,Sardegna,10.01-15
21-04-05,Sardegna,10.01-15
21-04-12,Sardegna,10.01-15
20-10-12,Piemonte,15.01-20
20-12-07,Piemonte,15.01-20
21-01-04,Piemonte,15.01-20
21-04-12,Piemonte,15.01-20
20-03-30,Valle Aosta,15.01-20
20-11-30,Valle Aosta,15.01-20
21-03-08,Valle Aosta,15.01-20
20-10-12,Lombardia,15.01-20
20-11-30,Lombardia,15.01-20
21-01-04,Lombardia,15.01-20
21-02-15,Lombardia,15.01-20
21-04-05,Lombardia,15.01-20
20-10-12,PA Bolzano,15.01-20
21-03-08,PA Bolzano,15.01-20
21-01-11,PA Trento,15.01-20
21-03-29,PA Trento,15.01-20
21-03-01,Veneto,15.01-20
21-03-29,Veneto,15.01-20
20-10-19,Friuli,15.01-20
21-02-08,Friuli,15.01-20
21-02-15,Friuli,15.01-20
20-11-23,Liguria,15.01-20
21-01-04,Liguria,15.01-20
21-02-22,Liguria,15.01-20
21-03-01,Liguria,15.01-20
21-03-08,Liguria,15.01-20
21-03-15,Liguria,15.01-20
21-04-05,Liguria,15.01-20
21-01-18,Emilia,15.01-20
21-01-25,Emilia,15.01-20
21-02-01,Emilia,15.01-20
21-04-05,Emilia,15.01-20
21-04-12,Emilia,15.01-20
20-10-12,Toscana,15.01-20
20-11-23,Toscana,15.01-20
21-02-15,Toscana,15.01-20
21-04-05,Toscana,15.01-20
21-04-12,Toscana,15.01-20
21-04-19,Toscana,15.01-20
20-10-12,Umbria,15.01-20
20-11-30,Umbria,15.01-20
20-12-28,Umbria,15.01-20
21-01-04,Umbria,15.01-20
21-01-11,Umbria,15.01-20
21-02-22,Umbria,15.01-20
21-03-01,Umbria,15.01-20
21-03-08,Umbria,15.01-20
20-10-19,Marche,15.01-20
20-11-16,Marche,15.01-20
20-11-23,Marche,15.01-20
20-11-30,Marche,15.01-20
20-12-14,Marche,15.01-20
20-12-21,Marche,15.01-20
21-01-11,Marche,15.01-20
21-01-18,Marche,15.01-20
21-01-25,Marche,15.01-20
21-02-01,Marche,15.01-20
21-02-08,Marche,15.01-20
21-03-29,Marche,15.01-20
20-11-30,Lazio,15.01-20
20-12-07,Lazio,15.01-20
20-12-14,Lazio,15.01-20
21-01-04,Lazio,15.01-20
21-02-22,Lazio,15.01-20
21-03-01,Lazio,15.01-20
21-03-29,Lazio,15.01-20
21-04-05,Lazio,15.01-20
20-10-19,Abruzzo,15.01-20
20-11-30,Abruzzo,15.01-20
21-01-25,Abruzzo,15.01-20
21-03-15,Abruzzo,15.01-20
21-03-22,Abruzzo,15.01-20
20-10-26,Molise,15.01-20
20-11-02,Molise,15.01-20
20-11-30,Molise,15.01-20
21-01-11,Molise,15.01-20
21-01-25,Molise,15.01-20
21-02-01,Molise,15.01-20
21-02-08,Molise,15.01-20
21-02-22,Molise,15.01-20
21-03-01,Molise,15.01-20
20-10-12,Campania,15.01-20
20-11-30,Campania,15.01-20
21-02-01,Campania,15.01-20
21-02-08,Campania,15.01-20
21-02-15,Campania,15.01-20
20-11-02,Puglia,15.01-20
20-12-07,Puglia,15.01-20
20-12-14,Puglia,15.01-20
20-12-28,Puglia,15.01-20
21-01-11,Puglia,15.01-20
21-01-18,Puglia,15.01-20
21-01-25,Puglia,15.01-20
21-02-01,Puglia,15.01-20
21-02-08,Puglia,15.01-20
21-02-22,Puglia,15.01-20
21-03-01,Basilicata,15.01-20
21-03-08,Basilicata,15.01-20
21-03-15,Basilicata,15.01-20
21-03-29,Basilicata,15.01-20
21-04-05,Basilicata,15.01-20
21-04-19,Basilicata,15.01-20
20-11-02,Calabria,15.01-20
20-11-16,Calabria,15.01-20
21-04-05,Calabria,15.01-20
21-04-12,Calabria,15.01-20
20-11-23,Sicilia,15.01-20
20-12-28,Sicilia,15.01-20
21-01-18,Sicilia,15.01-20
21-03-29,Sicilia,15.01-20
21-04-05,Sicilia,15.01-20
21-04-12,Sicilia,15.01-20
21-04-19,Sicilia,15.01-20
20-10-26,Sardegna,15.01-20
20-11-02,Sardegna,15.01-20
20-11-09,Sardegna,15.01-20
20-11-16,Sardegna,15.01-20
20-11-23,Sardegna,15.01-20
20-11-30,Sardegna,15.01-20
21-03-29,Sardegna,15.01-20
20-11-30,Piemonte,20.01-40
21-02-22,Piemonte,20.01-40
21-04-05,Piemonte,20.01-40
20-03-16,Valle Aosta,20.01-40
21-03-15,Valle Aosta,20.01-40
21-03-29,Lombardia,20.01-40
20-12-14,PA Bolzano,20.01-40
20-12-21,PA Bolzano,20.01-40
20-10-19,PA Trento,20.01-40
20-11-16,PA Trento,20.01-40
20-12-21,PA Trento,20.01-40
21-01-18,PA Trento,20.01-40
21-01-25,PA Trento,20.01-40
20-10-19,Veneto,20.01-40
21-01-11,Veneto,20.01-40
21-03-08,Veneto,20.01-40
21-03-22,Veneto,20.01-40
21-01-25,Friuli,20.01-40
21-02-01,Friuli,20.01-40
21-02-22,Friuli,20.01-40
21-03-29,Friuli,20.01-40
20-10-12,Liguria,20.01-40
21-03-22,Liguria,20.01-40
21-03-29,Liguria,20.01-40
20-10-19,Emilia,20.01-40
20-12-07,Emilia,20.01-40
20-12-14,Emilia,20.01-40
20-12-21,Emilia,20.01-40
21-01-11,Emilia,20.01-40
21-02-08,Emilia,20.01-40
21-03-29,Emilia,20.01-40
21-02-22,Toscana,20.01-40
21-03-01,Toscana,20.01-40
21-03-08,Toscana,20.01-40
21-03-15,Toscana,20.01-40
20-11-23,Umbria,20.01-40
21-01-18,Umbria,20.01-40
21-01-25,Umbria,20.01-40
21-02-15,Umbria,20.01-40
20-10-26,Marche,20.01-40
20-11-09,Marche,20.01-40
20-12-28,Marche,20.01-40
21-01-04,Marche,20.01-40
21-02-15,Marche,20.01-40
21-03-22,Marche,20.01-40
20-10-19,Lazio,20.01-40
20-11-23,Lazio,20.01-40
20-12-28,Lazio,20.01-40
21-03-08,Lazio,20.01-40
21-03-15,Lazio,20.01-40
21-03-22,Lazio,20.01-40
21-02-01,Abruzzo,20.01-40
21-02-08,Abruzzo,20.01-40
21-02-15,Abruzzo,20.01-40
21-03-01,Abruzzo,20.01-40
21-03-08,Abruzzo,20.01-40
20-11-09,Molise,20.01-40
20-11-23,Molise,20.01-40
21-02-15,Molise,20.01-40
21-02-22,Campania,20.01-40
21-03-15,Campania,20.01-40
21-03-22,Campania,20.01-40
21-03-29,Campania,20.01-40
21-04-05,Campania,20.01-40
21-04-12,Campania,20.01-40
21-04-19,Campania,20.01-40
20-11-09,Puglia,20.01-40
20-11-23,Puglia,20.01-40
20-11-30,Puglia,20.01-40
21-01-04,Puglia,20.01-40
21-03-01,Puglia,20.01-40
21-04-05,Puglia,20.01-40
21-04-12,Puglia,20.01-40
21-04-19,Puglia,20.01-40
20-11-02,Basilicata,20.01-40
20-11-23,Basilicata,20.01-40
21-04-12,Basilicata,20.01-40
20-11-02,Sicilia,20.01-40
20-11-09,Sicilia,20.01-40
20-11-16,Sicilia,20.01-40
21-01-11,Sicilia,20.01-40
20-10-19,Piemonte,40+
20-10-26,Piemonte,40+
20-11-02,Piemonte,40+
20-11-09,Piemonte,40+
20-11-16,Piemonte,40+
20-11-23,Piemonte,40+
21-03-01,Piemonte,40+
21-03-08,Piemonte,40+
21-03-15,Piemonte,40+
21-03-22,Piemonte,40+
21-03-29,Piemonte,40+
20-10-12,Valle Aosta,40+
20-10-19,Valle Aosta,40+
20-10-26,Valle Aosta,40+
20-11-02,Valle Aosta,40+
20-11-09,Valle Aosta,40+
20-11-16,Valle Aosta,40+
20-11-23,Valle Aosta,40+
21-03-22,Valle Aosta,40+
21-03-29,Valle Aosta,40+
21-04-05,Valle Aosta,40+
21-04-12,Valle Aosta,40+
21-04-19,Valle Aosta,40+
20-10-19,Lombardia,40+
20-10-26,Lombardia,40+
20-11-02,Lombardia,40+
20-11-09,Lombardia,40+
20-11-16,Lombardia,40+
20-11-23,Lombardia,40+
21-02-22,Lombardia,40+
21-03-01,Lombardia,40+
21-03-08,Lombardia,40+
21-03-15,Lombardia,40+
21-03-22,Lombardia,40+
20-10-19,PA Bolzano,40+
20-10-26,PA Bolzano,40+
20-11-02,PA Bolzano,40+
20-11-09,PA Bolzano,40+
20-11-16,PA Bolzano,40+
20-11-23,PA Bolzano,40+
20-11-30,PA Bolzano,40+
20-12-07,PA Bolzano,40+
20-12-28,PA Bolzano,40+
21-01-04,PA Bolzano,40+
21-01-11,PA Bolzano,40+
21-01-18,PA Bolzano,40+
21-01-25,PA Bolzano,40+
21-02-01,PA Bolzano,40+
21-02-08,PA Bolzano,40+
21-02-15,PA Bolzano,40+
21-02-22,PA Bolzano,40+
21-03-01,PA Bolzano,40+
20-10-26,PA Trento,40+
20-11-02,PA Trento,40+
20-11-09,PA Trento,40+
20-11-23,PA Trento,40+
20-11-30,PA Trento,40+
20-12-07,PA Trento,40+
20-12-14,PA Trento,40+
20-12-28,PA Trento,40+
21-01-04,PA Trento,40+
21-02-01,PA Trento,40+
21-02-08,PA Trento,40+
21-02-15,PA Trento,40+
21-02-22,PA Trento,40+
21-03-01,PA Trento,40+
21-03-08,PA Trento,40+
21-03-15,PA Trento,40+
21-03-22,PA Trento,40+
20-10-26,Veneto,40+
20-11-02,Veneto,40+
20-11-09,Veneto,40+
20-11-16,Veneto,40+
20-11-23,Veneto,40+
20-11-30,Veneto,40+
20-12-07,Veneto,40+
20-12-14,Veneto,40+
20-12-21,Veneto,40+
20-12-28,Veneto,40+
21-01-04,Veneto,40+
21-03-15,Veneto,40+
20-10-26,Friuli,40+
20-11-02,Friuli,40+
20-11-09,Friuli,40+
20-11-16,Friuli,40+
20-11-23,Friuli,40+
20-11-30,Friuli,40+
20-12-07,Friuli,40+
20-12-14,Friuli,40+
20-12-21,Friuli,40+
20-12-28,Friuli,40+
21-01-04,Friuli,40+
21-01-11,Friuli,40+
21-01-18,Friuli,40+
21-03-01,Friuli,40+
21-03-08,Friuli,40+
21-03-15,Friuli,40+
21-03-22,Friuli,40+
20-10-19,Liguria,40+
20-10-26,Liguria,40+
20-11-02,Liguria,40+
20-11-09,Liguria,40+
20-11-16,Liguria,40+
20-10-26,Emilia,40+
20-11-02,Emilia,40+
20-11-09,Emilia,40+
20-11-16,Emilia,40+
20-11-23,Emilia,40+
20-11-30,Emilia,40+
20-12-28,Emilia,40+
21-01-04,Emilia,40+
21-02-15,Emilia,40+
21-02-22,Emilia,40+
21-03-01,Emilia,40+
21-03-08,Emilia,40+
21-03-15,Emilia,40+
21-03-22,Emilia,40+
20-10-19,Toscana,40+
20-10-26,Toscana,40+
20-11-02,Toscana,40+
20-11-09,Toscana,40+
20-11-16,Toscana,40+
21-03-22,Toscana,40+
21-03-29,Toscana,40+
20-10-19,Umbria,40+
20-10-26,Umbria,40+
20-11-02,Umbria,40+
20-11-09,Umbria,40+
20-11-16,Umbria,40+
21-02-01,Umbria,40+
21-02-08,Umbria,40+
20-11-02,Marche,40+
21-02-22,Marche,40+
21-03-01,Marche,40+
21-03-08,Marche,40+
21-03-15,Marche,40+
20-10-26,Lazio,40+
20-11-02,Lazio,40+
20-11-09,Lazio,40+
20-11-16,Lazio,40+
20-10-26,Abruzzo,40+
20-11-02,Abruzzo,40+
20-11-09,Abruzzo,40+
20-11-16,Abruzzo,40+
20-11-23,Abruzzo,40+
21-02-22,Abruzzo,40+
20-11-16,Molise,40+
20-10-19,Campania,40+
20-10-26,Campania,40+
20-11-02,Campania,40+
20-11-09,Campania,40+
20-11-16,Campania,40+
20-11-23,Campania,40+
21-03-01,Campania,40+
21-03-08,Campania,40+
20-11-16,Puglia,40+
21-03-08,Puglia,40+
21-03-15,Puglia,40+
21-03-22,Puglia,40+
21-03-29,Puglia,40+
20-11-09,Basilicata,40+
20-11-16,Basilicata,40+
21-01-04,Sicilia,40+
