FID,nomeTesto,versionID,datasetIni,datasetFin,legDataAbr,legSpecRif,legLink,legGU_Link,localID,namespace,ID_Evento,ID_EventoS,nomeLingua,nomeStatus,nomeOrigin,nomePronun,nomeFonte,nomeScript,tipoZona,tipoZonaSp,designIniz,designFine,dominioAmb,nomeAutCom,nomeAutRuo,legNome,legNomeBre,legData,legDataTip,legNumID,legDocUff,legDataApp,legLivello,legGU_ID,legGU_ISSN,legGU_ISBN
41,Piemonte,06,29/11/2020,03/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77433,https://www.gazzettaufficiale.it/eli/id/2020/11/28/20A06656/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1606608000000,03/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 27/11/2020,1606435200000,creation,unpopulated,unknown,1606608000000,regionale,296 28/11/2020,unpopulated,unpopulated
42,Sicilia,06,29/11/2020,03/12/2020,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77433,https://www.gazzettaufficiale.it/eli/id/2020/11/28/20A06656/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1606608000000,03/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 27/11/2020,1606435200000,creation,unpopulated,unknown,1606608000000,regionale,296 28/11/2020,unpopulated,unpopulated
43,Toscana,06,15/11/2020,03/12/2020,unknown,art.3,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77434,https://www.gazzettaufficiale.it/eli/id/2020/11/28/20A06657/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1605398400000,03/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 27/11/2020,1606435200000,creation,unpopulated,unknown,1606608000000,regionale,296 28/11/2020,unpopulated,unpopulated
44,Abruzzo,07,06/12/2020,20/12/2020,unknown,art.3,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77515,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06781/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
45,Basilicata,07,06/12/2020,20/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77515,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06781/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
46,Calabria,07,06/12/2020,20/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77515,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06781/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
47,Campania,07,06/12/2020,20/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
48,Emilia-Romagna,07,06/12/2020,15/01/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77517,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06783/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
49,Friuli Venezia Giulia,07,06/12/2020,15/01/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77517,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06783/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
50,Lombardia,07,06/12/2020,20/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77515,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06781/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
51,Marche,07,06/12/2020,15/01/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77517,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06783/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
52,Piemonte,07,06/12/2020,20/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77515,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06781/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
53,Provincia autonoma Bolzano,07,06/12/2020,20/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,provISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,provinciale,303 05/12/2020,unpopulated,unpopulated
54,Puglia,07,06/12/2020,15/01/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77517,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06783/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
55,Toscana,07,06/12/2020,20/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
56,Umbria,07,06/12/2020,15/01/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77517,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06783/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
57,Valle d'Aosta,07,06/12/2020,20/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
58,Campania,08,06/12/2020,20/12/2020,20/12/2020,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
59,Provincia autonoma Bolzano,08,06/12/2020,20/12/2020,20/12/2020,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,provISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,provinciale,303 05/12/2020,unpopulated,unpopulated
60,Toscana,08,06/12/2020,20/12/2020,20/12/2020,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
61,Valle d'Aosta,08,06/12/2020,20/12/2020,20/12/2020,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607212800000,20/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 05/12/2020,1607126400000,creation,unpopulated,unknown,1607212800000,regionale,303 05/12/2020,unpopulated,unpopulated
62,Abruzzo,09,13/12/2020,26/12/2020,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77661,https://www.gazzettaufficiale.it/eli/id/2020/12/12/20A06975/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607817600000,26/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 11/12/2020,1607644800000,creation,unpopulated,unknown,1607817600000,regionale,308 12/12/2020,unpopulated,unpopulated
63,Basilicata,09,13/12/2020,26/12/2020,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77661,https://www.gazzettaufficiale.it/eli/id/2020/12/12/20A06975/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607817600000,26/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 11/12/2020,1607644800000,creation,unpopulated,unknown,1607817600000,regionale,308 12/12/2020,unpopulated,unpopulated
64,Calabria,09,13/12/2020,26/12/2020,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77661,https://www.gazzettaufficiale.it/eli/id/2020/12/12/20A06975/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607817600000,26/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 11/12/2020,1607644800000,creation,unpopulated,unknown,1607817600000,regionale,308 12/12/2020,unpopulated,unpopulated
65,Lombardia,09,13/12/2020,26/12/2020,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77661,https://www.gazzettaufficiale.it/eli/id/2020/12/12/20A06975/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607817600000,26/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 11/12/2020,1607644800000,creation,unpopulated,unknown,1607817600000,regionale,308 12/12/2020,unpopulated,unpopulated
66,Piemonte,09,13/12/2020,26/12/2020,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77661,https://www.gazzettaufficiale.it/eli/id/2020/12/12/20A06975/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1607817600000,26/12/2020,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 11/12/2020,1607644800000,creation,unpopulated,unknown,1607817600000,regionale,308 12/12/2020,unpopulated,unpopulated
67,Intero territorio nazionale,10,24/12/2020,27/12/2020,unpopulated,art.3,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77853,https://www.gazzettaufficiale.it/eli/id/2020/12/18/20G00196/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,DL18/12/20 172,ita,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1608768000000,27/12/2020,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 18/12/2020 n.172,1608249600000,creation,unpopulated,unknown,1608768000000,nazionale,313 18/12/2020,unpopulated,unpopulated
68,Intero territorio nazionale,11,28/12/2020,30/12/2020,unpopulated,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77853,https://www.gazzettaufficiale.it/eli/id/2020/12/18/20G00196/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,DL18/12/20 172,ita,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1609113600000,30/12/2020,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 18/12/2020 n.172,1608249600000,creation,unpopulated,unknown,1608768000000,nazionale,313 18/12/2020,unpopulated,unpopulated
69,Intero territorio nazionale,12,31/12/2020,03/01/2021,unpopulated,art.3,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77853,https://www.gazzettaufficiale.it/eli/id/2020/12/18/20G00196/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,DL18/12/20 172,ita,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1609372800000,03/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 18/12/2020 n.172,1608249600000,creation,unpopulated,unknown,1608768000000,nazionale,313 18/12/2020,unpopulated,unpopulated
70,Intero territorio nazionale,13,04/01/2021,04/01/2021,unpopulated,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77853,https://www.gazzettaufficiale.it/eli/id/2020/12/18/20G00196/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,DL18/12/20 172,ita,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1609718400000,04/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 18/12/2020 n.172,1608249600000,creation,unpopulated,unknown,1608768000000,nazionale,313 18/12/2020,unpopulated,unpopulated
71,Intero territorio nazionale,14,05/01/2021,06/01/2021,unpopulated,art.3,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77853,https://www.gazzettaufficiale.it/eli/id/2020/12/18/20G00196/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,DL18/12/20 172,ita,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1609804800000,06/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 18/12/2020 n.172,1608249600000,creation,unpopulated,unknown,1608768000000,nazionale,313 18/12/2020,unpopulated,unpopulated
72,Intero territorio nazionale,15,07/01/2021,08/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,DL 05/01/21 1,ita,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1609977600000,08/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,nazionale,3 05/01/2021,unpopulated,unpopulated
73,Intero territorio nazionale,16,09/01/2021,10/01/2021,unpopulated,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,DL 05/01/21 1,ita,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610150400000,10/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,nazionale,3 05/01/2021,unpopulated,unpopulated
74,Abruzzo,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
75,Basilicata,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
76,Calabria,17,10/01/2021,15/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78160,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00122/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 08/01/2021,1610064000000,creation,unpopulated,unknown,1610236800000,regionale,6 09/01/2021,unpopulated,unpopulated
77,Campania,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
78,Emilia-Romagna,17,10/01/2021,15/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78159,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00121/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 08/01/2021,1610064000000,creation,unpopulated,unknown,1610236800000,regionale,6 09/01/2021,unpopulated,unpopulated
79,Friuli Venezia Giulia,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
80,Lazio,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
81,Liguria,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
