codINT,codBDAP,AREA,REGIONE,ENTE,POP,Quota a),Quota b),Contributo spettante
2060850840,208042930528313102,NORD-RSS,FRIULI VENEZIA GIULIA,PREONE,234,1240.57,9.62,1250.19
2060850850,931842930528286902,NORD-RSS,FRIULI VENEZIA GIULIA,PREPOTTO,747,3960.27,1223.24,5183.51
2060850860,127342930544319402,NORD-RSS,FRIULI VENEZIA GIULIA,PULFERO,916,4856.23,1583.82,6440.05
2060850870,348842930448305701,NORD-RSS,FRIULI VENEZIA GIULIA,RAGOGNA,2837,15040.54,798.44,15838.98
2060850880,914142930517074001,NORD-RSS,FRIULI VENEZIA GIULIA,RAVASCLETTO,501,2656.08,345.99,3002.07
2060850890,942642929012902302,NORD-RSS,FRIULI VENEZIA GIULIA,RAVEO,443,2348.59,,2348.59
2060850900,934642930477461301,NORD-RSS,FRIULI VENEZIA GIULIA,REANA DEL ROJALE,4890,25924.65,,25924.65
2060850910,995242930475545801,NORD-RSS,FRIULI VENEZIA GIULIA,REMANZACCO,6100,32339.54,,32339.54
2060850920,263542930524815602,NORD-RSS,FRIULI VENEZIA GIULIA,RESIA,970,5142.52,905.34,6047.86
2060850930,769742930524787902,NORD-RSS,FRIULI VENEZIA GIULIA,RESIUTTA,285,1510.95,86.12,1597.07
2060850940,179542930525133101,NORD-RSS,FRIULI VENEZIA GIULIA,RIGOLATO,414,2194.85,13.39,2208.23
2060850950,268042930458333202,NORD-RSS,FRIULI VENEZIA GIULIA,RIVE D'ARCANO,2415,12803.28,177.78,12981.06
2060850965,453442930544141302,NORD-RSS,FRIULI VENEZIA GIULIA,RIVIGNANO TEOR,6265,33214.3,5952.64,39166.93
2060850970,553142930525095601,NORD-RSS,FRIULI VENEZIA GIULIA,RONCHIS,2012,10666.75,804.45,11471.2
2060850980,143942930547024101,NORD-RSS,FRIULI VENEZIA GIULIA,RUDA,2875,15242,,15242
2060850990,174042930461713401,NORD-RSS,FRIULI VENEZIA GIULIA,SAN DANIELE DEL FRIULI,8007,42449.62,,42449.62
2060851000,993242930533153901,NORD-RSS,FRIULI VENEZIA GIULIA,SAN GIORGIO DI NOGARO,7408,39273.99,,39273.99
2060851010,125442929568624202,NORD-RSS,FRIULI VENEZIA GIULIA,SAN GIOVANNI AL NATISONE,6122,32456.18,3163.27,35619.45
2060851020,951742930548683601,NORD-RSS,FRIULI VENEZIA GIULIA,SAN LEONARDO,1082,5736.29,577.91,6314.2
2060851030,243342930544502102,NORD-RSS,FRIULI VENEZIA GIULIA,SAN PIETRO AL NATISONE,2134,11313.54,,11313.54
2060851040,585942930469500002,NORD-RSS,FRIULI VENEZIA GIULIA,SANTA MARIA LA LONGA,2317,12283.72,1289.77,13573.5
2060851050,921242930458500401,NORD-RSS,FRIULI VENEZIA GIULIA,SAN VITO AL TORRE,1257,6664.07,1028.09,7692.15
2060851060,296742930529195101,NORD-RSS,FRIULI VENEZIA GIULIA,SAN VITO DI FAGAGNA,1676,8885.42,755.16,9640.58
2060851070,897242930547626402,NORD-RSS,FRIULI VENEZIA GIULIA,SAURIS,396,2099.42,458.49,2557.91
2060851080,503642930453436801,NORD-RSS,FRIULI VENEZIA GIULIA,SAVOGNA,371,1966.88,244.43,2211.31
2060851090,307442930479630902,NORD-RSS,FRIULI VENEZIA GIULIA,SEDEGLIANO,3759,19928.58,1990.78,21919.36
2060851100,461842930455301401,NORD-RSS,FRIULI VENEZIA GIULIA,SOCCHIEVE,898,4760.8,953.73,5714.53
2060851110,968542930529489202,NORD-RSS,FRIULI VENEZIA GIULIA,STREGNA,330,1749.52,567.61,2317.13
2060851120,591442930460881901,NORD-RSS,FRIULI VENEZIA GIULIA,SUTRIO,1278,6775.4,1431.53,8206.93
2060851130,879242930525474302,NORD-RSS,FRIULI VENEZIA GIULIA,TAIPANA,588,3117.32,789.18,3906.5
2060851140,534842930454500201,NORD-RSS,FRIULI VENEZIA GIULIA,TALMASSONS,3996,21185.05,4881.18,26066.23
2060851160,864942930448335102,NORD-RSS,FRIULI VENEZIA GIULIA,TARCENTO,8921,47295.25,,47295.25
2060851170,552842930520109302,NORD-RSS,FRIULI VENEZIA GIULIA,TARVISIO,4211,22324.89,,22324.89
2060851180,783142930475311202,NORD-RSS,FRIULI VENEZIA GIULIA,TAVAGNACCO,14924,79120.54,,79120.54
2060851200,978842930528686002,NORD-RSS,FRIULI VENEZIA GIULIA,TERZO D'AQUILEIA,2818,14939.81,1428.42,16368.23
2060851210,842442930479262601,NORD-RSS,FRIULI VENEZIA GIULIA,TOLMEZZO,10169,53911.6,,53911.6
2060851220,913442930530963902,NORD-RSS,FRIULI VENEZIA GIULIA,TORREANO,2094,11101.48,919.13,12020.61
2060851230,216342930464379001,NORD-RSS,FRIULI VENEZIA GIULIA,TORVISCOSA,2804,14865.59,159.52,15025.11
2060851240,536042930524260402,NORD-RSS,FRIULI VENEZIA GIULIA,TRASAGHIS,2209,11711.16,1383.24,13094.39
2060851260,221742930526945402,NORD-RSS,FRIULI VENEZIA GIULIA,TREPPO GRANDE,1705,9039.17,,9039.17
2060851265,348551845807499101,NORD-RSS,FRIULI VENEZIA GIULIA,TREPPO LIGOSULLO,711,3769.41,1004.62,4774.03
2060851270,367642930538319801,NORD-RSS,FRIULI VENEZIA GIULIA,TRICESIMO,7703,40837.95,,40837.95
2060851280,737142930549156801,NORD-RSS,FRIULI VENEZIA GIULIA,TRIVIGNANO UDINESE,1633,8657.45,,8657.45
2060851290,235142930547606802,NORD-RSS,FRIULI VENEZIA GIULIA,UDINE,99377,526853.53,,526853.53
2060851300,462742930459340401,NORD-RSS,FRIULI VENEZIA GIULIA,VARMO,2702,14324.83,1737.39,16062.21
2060851310,369942930462320502,NORD-RSS,FRIULI VENEZIA GIULIA,VENZONE,2003,10619.03,,10619.03
2060851320,414642930550599801,NORD-RSS,FRIULI VENEZIA GIULIA,VERZEGNIS,872,4622.96,,4622.96
2060851330,444342930453038602,NORD-RSS,FRIULI VENEZIA GIULIA,VILLA SANTINA,2199,11658.14,2038.54,13696.68
2060851350,273542930542605502,NORD-RSS,FRIULI VENEZIA GIULIA,VISCO,799,4235.95,,4235.95
2060851360,266442930454746502,NORD-RSS,FRIULI VENEZIA GIULIA,ZUGLIO,568,3011.29,,3011.29
2060920010,927842930459752401,NORD-RSS,FRIULI VENEZIA GIULIA,DUINO AURISINA,8471,44909.55,,44909.55
2060920020,338942930543405802,NORD-RSS,FRIULI VENEZIA GIULIA,MONRUPINO,865,4585.85,,4585.85
2060920030,246942930525049001,NORD-RSS,FRIULI VENEZIA GIULIA,MUGGIA,13062,69249.03,,69249.03
2060920040,731542929861231001,NORD-RSS,FRIULI VENEZIA GIULIA,SAN DORLIGO DELLA VALLE,5760,30537.01,,30537.01
2060920050,892442930459069701,NORD-RSS,FRIULI VENEZIA GIULIA,SGONICO,2068,10963.63,,10963.63
2060920060,514942930450840302,NORD-RSS,FRIULI VENEZIA GIULIA,TRIESTE,204267,1078606.03,,1078606.03
2060930010,271642930462452902,NORD-RSS,FRIULI VENEZIA GIULIA,ANDREIS,250,1325.39,105.26,1430.65
2060930020,154742928946604302,NORD-RSS,FRIULI VENEZIA GIULIA,ARBA,1306,6923.84,1433.24,8357.08
2060930040,754542930521328001,NORD-RSS,FRIULI VENEZIA GIULIA,AVIANO,9189,48716.07,4579.67,53295.74
2060930050,715042930476333602,NORD-RSS,FRIULI VENEZIA GIULIA,AZZANO DECIMO,15731,83398.9,1658.28,85057.19
2060930060,231442930518389502,NORD-RSS,FRIULI VENEZIA GIULIA,BARCIS,244,1293.58,92.02,1385.6
2060930070,809742930533538002,NORD-RSS,FRIULI VENEZIA GIULIA,BRUGNERA,9333,49479.5,4401.3,53880.8
2060930080,602842930465367401,NORD-RSS,FRIULI VENEZIA GIULIA,BUDOIA,2551,13524.29,,13524.29
2060930090,665242930463609802,NORD-RSS,FRIULI VENEZIA GIULIA,CANEVA,6323,33521.79,1991.54,35513.33
2060930100,983042930460799001,NORD-RSS,FRIULI VENEZIA GIULIA,CASARSA DELLA DELIZIA,8390,44480.12,919.57,45399.69
2060930110,894942928210492902,NORD-RSS,FRIULI VENEZIA GIULIA,CASTELNOVO DEL FRIULI,861,4564.65,832.51,5397.16
2060930120,202742928043675701,NORD-RSS,FRIULI VENEZIA GIULIA,CAVASSO NUOVO,1534,8132.6,790.64,8923.24
2060930130,943742928087871102,NORD-RSS,FRIULI VENEZIA GIULIA,CHIONS,5188,27504.51,1982.58,29487.09
2060930140,423842930008236502,NORD-RSS,FRIULI VENEZIA GIULIA,CIMOLAIS,357,1892.66,,1892.66
2060930150,617542930461420101,NORD-RSS,FRIULI VENEZIA GIULIA,CLAUT,912,4835.03,1120.67,5955.7
2060930160,659942929259428501,NORD-RSS,FRIULI VENEZIA GIULIA,CLAUZETTO,383,2030.5,176.43,2206.92
2060930170,906842930453354501,NORD-RSS,FRIULI VENEZIA GIULIA,CORDENONS,18201,96493.77,,96493.77
2060930180,351542930472807902,NORD-RSS,FRIULI VENEZIA GIULIA,CORDOVADO,2733,14489.17,,14489.17
2060930190,195742929476628902,NORD-RSS,FRIULI VENEZIA GIULIA,ERTO E CASSO,372,1972.18,313.91,2286.09
2060930200,343242929400142802,NORD-RSS,FRIULI VENEZIA GIULIA,FANNA,1565,8296.95,528.9,8825.84
2060930210,281142929642567301,NORD-RSS,FRIULI VENEZIA GIULIA,FIUME VENETO,11746,62272.17,,62272.17
2060930220,331742930456837602,NORD-RSS,FRIULI VENEZIA GIULIA,FONTANAFREDDA,12642,67022.37,145.19,67167.56
2060930240,977542930475079801,NORD-RSS,FRIULI VENEZIA GIULIA,FRISANCO,601,3186.24,179.3,3365.54
2060930250,676742930475025802,NORD-RSS,FRIULI VENEZIA GIULIA,MANIAGO,11818,62653.88,,62653.88
2060930260,196842930540591201,NORD-RSS,FRIULI VENEZIA GIULIA,MEDUNO,1537,8148.5,237.85,8386.35
2060930270,407442929091989401,NORD-RSS,FRIULI VENEZIA GIULIA,MONTEREALE VALCELLINA,4333,22971.68,1596.82,24568.5
2060930280,368042930542122402,NORD-RSS,FRIULI VENEZIA GIULIA,MORSANO AL TAGLIAMENTO,2746,14558.09,1721.86,16279.96
2060930290,365342929696795902,NORD-RSS,FRIULI VENEZIA GIULIA,PASIANO DI PORDENONE,7774,41214.36,7662.61,48876.97
2060930300,372542930550452801,NORD-RSS,FRIULI VENEZIA GIULIA,PINZANO AL TAGLIAMENTO,1514,8026.57,1500.48,9527.05
2060930310,891142930524983002,NORD-RSS,FRIULI VENEZIA GIULIA,POLCENIGO,3147,16684.02,,16684.02
2060930320,656842930475431902,NORD-RSS,FRIULI VENEZIA GIULIA,PORCIA,15200,80583.77,,80583.77
2060930330,941142930545872602,NORD-RSS,FRIULI VENEZIA GIULIA,PORDENONE,51367,272325.44,,272325.44
2060930340,705042930542945301,NORD-RSS,FRIULI VENEZIA GIULIA,PRATA DI PORDENONE,8428,44681.58,4447.66,49129.24
2060930350,877442930541810301,NORD-RSS,FRIULI VENEZIA GIULIA,PRAVISDOMINI,3513,18624.39,5518.92,24143.31
2060930360,394542930458628602,NORD-RSS,FRIULI VENEZIA GIULIA,ROVEREDO IN PIANO,5988,31745.77,,31745.77
2060930370,821242930455582301,NORD-RSS,FRIULI VENEZIA GIULIA,SACILE,19931,105665.47,,105665.47
2060930380,626142930480164301,NORD-RSS,FRIULI VENEZIA GIULIA,SAN GIORGIO DELLA RICHINVELDA,4638,24588.65,5883.01,30471.66
2060930390,974942930457040201,NORD-RSS,FRIULI VENEZIA GIULIA,SAN MARTINO AL TAGLIAMENTO,1444,7655.46,910.49,8565.95
2060930400,267142930480320402,NORD-RSS,FRIULI VENEZIA GIULIA,SAN QUIRINO,4285,22717.2,,22717.2
2060930410,281142930529025802,NORD-RSS,FRIULI VENEZIA GIULIA,SAN VITO AL TAGLIAMENTO,15123,80175.55,,80175.55
2060930420,769142930524552902,NORD-RSS,FRIULI VENEZIA GIULIA,SEQUALS,2218,11758.87,794.97,12553.83
2060930430,784942930529549701,NORD-RSS,FRIULI VENEZIA GIULIA,SESTO AL REGHENA,6403,33945.91,506.75,34452.66
2060930440,666442930480433801,NORD-RSS,FRIULI VENEZIA GIULIA,SPILIMBERGO,12121,64260.26,,64260.26
2060930450,241242930534408101,NORD-RSS,FRIULI VENEZIA GIULIA,TRAMONTI DI SOPRA,290,1537.45,,1537.45
2060930460,534142930464536002,NORD-RSS,FRIULI VENEZIA GIULIA,TRAMONTI DI SOTTO,361,1913.86,,1913.86
2060930470,372242930525378602,NORD-RSS,FRIULI VENEZIA GIULIA,TRAVESIO,1775,9410.28,1640.86,11051.14
2060930471,835542930480626901,NORD-RSS,FRIULI VENEZIA GIULIA,VAJONT,1676,8885.42,2932.33,11817.75
2060930476,878642930473469202,NORD-RSS,FRIULI VENEZIA GIULIA,VALVASONE ARZENE,3929,20829.85,986.78,21816.63
2060930490,296242930455377601,NORD-RSS,FRIULI VENEZIA GIULIA,VITO D'ASIO,721,3822.43,394.95,4217.37
2060930500,997042930535548801,NORD-RSS,FRIULI VENEZIA GIULIA,VIVARO,1324,7019.27,1427.07,8446.34
2060930510,957142930548126201,NORD-RSS,FRIULI VENEZIA GIULIA,ZOPPOLA,8517,45153.42,3123.17,48276.59
