somministrazioni,regione,siglaCategoria,identificativo,categoria
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090613_Covid 19 - Ospedali Riuniti di Livorno_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090613_Covid 19 - Ospedali Riuniti di Livorno_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090613_Covid 19 - Ospedali Riuniti di Livorno_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090614_Covid 19 - Ospedale Civile di Piombino_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090614_Covid 19 - Ospedale Civile di Piombino_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090614_Covid 19 - Ospedale Civile di Piombino_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090614_Covid 19 - Ospedale Civile di Piombino_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090614_Covid 19 - Ospedale Civile di Piombino_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090614_Covid 19 - Ospedale Civile di Piombino_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090614_Covid 19 - Ospedale Civile di Piombino_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090614_Covid 19 - Ospedale Civile di Piombino_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090614_Covid 19 - Ospedale Civile di Piombino_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090621_COVID19 - Ospedale di Arezzo_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090621_COVID19 - Ospedale di Arezzo_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090621_COVID19 - Ospedale di Arezzo_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090621_COVID19 - Ospedale di Arezzo_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090621_COVID19 - Ospedale di Arezzo_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090621_COVID19 - Ospedale di Arezzo_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090621_COVID19 - Ospedale di Arezzo_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090621_COVID19 - Ospedale di Arezzo_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090621_COVID19 - Ospedale di Arezzo_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090623_COVID19 - Ospedale S.Andrea Massa Marittima_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090623_COVID19 - Ospedale S.Andrea Massa Marittima_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090623_COVID19 - Ospedale S.Andrea Massa Marittima_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090623_COVID19 - Ospedale S.Andrea Massa Marittima_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090623_COVID19 - Ospedale S.Andrea Massa Marittima_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090623_COVID19 - Ospedale S.Andrea Massa Marittima_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090623_COVID19 - Ospedale S.Andrea Massa Marittima_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090623_COVID19 - Ospedale S.Andrea Massa Marittima_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090623_COVID19 - Ospedale S.Andrea Massa Marittima_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090627_COVID19 - Ospedale Mugello_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090627_COVID19 - Ospedale Mugello_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090627_COVID19 - Ospedale Mugello_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090627_COVID19 - Ospedale Mugello_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090627_COVID19 - Ospedale Mugello_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090627_COVID19 - Ospedale Mugello_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090627_COVID19 - Ospedale Mugello_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090627_COVID19 - Ospedale Mugello_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090627_COVID19 - Ospedale Mugello_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090629_COVID19 - Ospedale SS. Maria Annunziata_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090629_COVID19 - Ospedale SS. Maria Annunziata_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090629_COVID19 - Ospedale SS. Maria Annunziata_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090629_COVID19 - Ospedale SS. Maria Annunziata_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090629_COVID19 - Ospedale SS. Maria Annunziata_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090629_COVID19 - Ospedale SS. Maria Annunziata_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090629_COVID19 - Ospedale SS. Maria Annunziata_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090629_COVID19 - Ospedale SS. Maria Annunziata_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090629_COVID19 - Ospedale SS. Maria Annunziata_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090638_COVID19 - Ospedale di Campostaggia Poggibonsi_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090638_COVID19 - Ospedale di Campostaggia Poggibonsi_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090638_COVID19 - Ospedale di Campostaggia Poggibonsi_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090638_COVID19 - Ospedale di Campostaggia Poggibonsi_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090638_COVID19 - Ospedale di Campostaggia Poggibonsi_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090638_COVID19 - Ospedale di Campostaggia Poggibonsi_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090638_COVID19 - Ospedale di Campostaggia Poggibonsi_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090638_COVID19 - Ospedale di Campostaggia Poggibonsi_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090638_COVID19 - Ospedale di Campostaggia Poggibonsi_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090639_COVID19 - Ospedale di Nottola Montepulciano_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090639_COVID19 - Ospedale di Nottola Montepulciano_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090639_COVID19 - Ospedale di Nottola Montepulciano_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090639_COVID19 - Ospedale di Nottola Montepulciano_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090639_COVID19 - Ospedale di Nottola Montepulciano_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090639_COVID19 - Ospedale di Nottola Montepulciano_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090639_COVID19 - Ospedale di Nottola Montepulciano_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090639_COVID19 - Ospedale di Nottola Montepulciano_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090639_COVID19 - Ospedale di Nottola Montepulciano_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090641_COVID19 - Ospedale La Gruccia Montevarchi_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090641_COVID19 - Ospedale La Gruccia Montevarchi_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090641_COVID19 - Ospedale La Gruccia Montevarchi_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090641_COVID19 - Ospedale La Gruccia Montevarchi_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090641_COVID19 - Ospedale La Gruccia Montevarchi_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090641_COVID19 - Ospedale La Gruccia Montevarchi_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090641_COVID19 - Ospedale La Gruccia Montevarchi_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090641_COVID19 - Ospedale La Gruccia Montevarchi_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090641_COVID19 - Ospedale La Gruccia Montevarchi_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090643_COVID19 - Ospedale S. Margherita Cortona_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090643_COVID19 - Ospedale S. Margherita Cortona_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090643_COVID19 - Ospedale S. Margherita Cortona_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090643_COVID19 - Ospedale S. Margherita Cortona_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090643_COVID19 - Ospedale S. Margherita Cortona_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090643_COVID19 - Ospedale S. Margherita Cortona_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090643_COVID19 - Ospedale S. Margherita Cortona_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090643_COVID19 - Ospedale S. Margherita Cortona_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_090643_COVID19 - Ospedale S. Margherita Cortona_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11012E_COVID19 - Ospedale San Giuseppe_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11012E_COVID19 - Ospedale San Giuseppe_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11012E_COVID19 - Ospedale San Giuseppe_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11012E_COVID19 - Ospedale San Giuseppe_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11012E_COVID19 - Ospedale San Giuseppe_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11012E_COVID19 - Ospedale San Giuseppe_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11012E_COVID19 - Ospedale San Giuseppe_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11012E_COVID19 - Ospedale San Giuseppe_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11012E_COVID19 - Ospedale San Giuseppe_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11151A_Covid 19 - Ospedale S.Antonio Abate di Pontremoli_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11151A_Covid 19 - Ospedale S.Antonio Abate di Pontremoli_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11151A_Covid 19 - Ospedale S.Antonio Abate di Pontremoli_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11151A_Covid 19 - Ospedale S.Antonio Abate di Pontremoli_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11151A_Covid 19 - Ospedale S.Antonio Abate di Pontremoli_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11151A_Covid 19 - Ospedale S.Antonio Abate di Pontremoli_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11151A_Covid 19 - Ospedale S.Antonio Abate di Pontremoli_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11151A_Covid 19 - Ospedale S.Antonio Abate di Pontremoli_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_11151A_Covid 19 - Ospedale S.Antonio Abate di Pontremoli_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_13021A_COVID19 - Ospedale S.Giovanni di Dio_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_13021A_COVID19 - Ospedale S.Giovanni di Dio_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_13021A_COVID19 - Ospedale S.Giovanni di Dio_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_13021A_COVID19 - Ospedale S.Giovanni di Dio_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_13021A_COVID19 - Ospedale S.Giovanni di Dio_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_13021A_COVID19 - Ospedale S.Giovanni di Dio_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_13021A_COVID19 - Ospedale S.Giovanni di Dio_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_13021A_COVID19 - Ospedale S.Giovanni di Dio_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_13021A_COVID19 - Ospedale S.Giovanni di Dio_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_22391A_PRESIDIO AVENZA_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_22391A_PRESIDIO AVENZA_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_22391A_PRESIDIO AVENZA_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_22391A_PRESIDIO AVENZA_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_22391A_PRESIDIO AVENZA_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_22391A_PRESIDIO AVENZA_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_22391A_PRESIDIO AVENZA_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_22391A_PRESIDIO AVENZA_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_22391A_PRESIDIO AVENZA_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_31711A_Centro Vaccinale Abbadia S. Salvatore_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_31711A_Centro Vaccinale Abbadia S. Salvatore_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_31711A_Centro Vaccinale Abbadia S. Salvatore_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_31711A_Centro Vaccinale Abbadia S. Salvatore_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_31711A_Centro Vaccinale Abbadia S. Salvatore_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_31711A_Centro Vaccinale Abbadia S. Salvatore_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_31711A_Centro Vaccinale Abbadia S. Salvatore_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_31711A_Centro Vaccinale Abbadia S. Salvatore_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_31711A_Centro Vaccinale Abbadia S. Salvatore_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_40911A_COVID19 - Dip. Prevenzione Ruffolo Siena_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_40911A_COVID19 - Dip. Prevenzione Ruffolo Siena_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_40911A_COVID19 - Dip. Prevenzione Ruffolo Siena_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_40911A_COVID19 - Dip. Prevenzione Ruffolo Siena_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_40911A_COVID19 - Dip. Prevenzione Ruffolo Siena_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_40911A_COVID19 - Dip. Prevenzione Ruffolo Siena_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_40911A_COVID19 - Dip. Prevenzione Ruffolo Siena_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_40911A_COVID19 - Dip. Prevenzione Ruffolo Siena_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_40911A_COVID19 - Dip. Prevenzione Ruffolo Siena_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_46151A_CSS Portoferraio_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_46151A_CSS Portoferraio_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_46151A_CSS Portoferraio_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_46151A_CSS Portoferraio_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_46151A_CSS Portoferraio_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_46151A_CSS Portoferraio_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_46151A_CSS Portoferraio_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_46151A_CSS Portoferraio_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_46151A_CSS Portoferraio_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_ND_Dip.Prevenzione PISA - ISP_16-19,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_ND_Dip.Prevenzione PISA - ISP_20-29,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_ND_Dip.Prevenzione PISA - ISP_30-39,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_ND_Dip.Prevenzione PISA - ISP_40-49,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_ND_Dip.Prevenzione PISA - ISP_50-59,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_ND_Dip.Prevenzione PISA - ISP_60-69,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_ND_Dip.Prevenzione PISA - ISP_70-79,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_ND_Dip.Prevenzione PISA - ISP_80-89,2 - Personale non Sanitario
0,Toscana,TML_CAT_ALTRO,31/12/2020_PF/BT_TOS_ND_Dip.Prevenzione PISA - ISP_90+,2 - Personale non Sanitario
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090602_Covid 19 - Nuovo Ospedale Apuane_16-19,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090602_Covid 19 - Nuovo Ospedale Apuane_70-79,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090602_Covid 19 - Nuovo Ospedale Apuane_80-89,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090602_Covid 19 - Nuovo Ospedale Apuane_90+,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090604_Covid 19 - Ospedale San Luca di Lucca_16-19,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090604_Covid 19 - Ospedale San Luca di Lucca_70-79,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090604_Covid 19 - Ospedale San Luca di Lucca_80-89,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090604_Covid 19 - Ospedale San Luca di Lucca_90+,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090606_COVID19 - Ospedale San Iacopo_16-19,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090606_COVID19 - Ospedale San Iacopo_70-79,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090606_COVID19 - Ospedale San Iacopo_80-89,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090608_COVID19 - Ospedale Santo Stefano_16-19,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090608_COVID19 - Ospedale Santo Stefano_70-79,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090608_COVID19 - Ospedale Santo Stefano_80-89,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090608_COVID19 - Ospedale Santo Stefano_90+,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090610_Covid 19 - Ospedale F.Lotti di Pontedera_16-19,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090610_Covid 19 - Ospedale F.Lotti di Pontedera_90+,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090613_Covid 19 - Ospedali Riuniti di Livorno_16-19,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090613_Covid 19 - Ospedali Riuniti di Livorno_70-79,1 - Operatori Sanitari e Sociosanitari
0,Toscana,TML_CAT_OSS,01/01/2021_PF/BT_TOS_090613_Covid 19 - Ospedali Riuniti di Livorno_80-89,1 - Operatori Sanitari e Sociosanitari
