iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
17/01/2021,F,0-9,ASINTOMATICO,10061
17/01/2021,F,0-9,CRITICO,5
17/01/2021,F,0-9,LIEVE,1960
17/01/2021,F,0-9,PAUCI-SINTOMATICO,1212
17/01/2021,F,0-9,SEVERO,85
17/01/2021,F,10-19,ASINTOMATICO,19408
17/01/2021,F,10-19,CRITICO,<5
17/01/2021,F,10-19,LIEVE,5432
17/01/2021,F,10-19,PAUCI-SINTOMATICO,3602
17/01/2021,F,10-19,SEVERO,71
17/01/2021,F,20-29,ASINTOMATICO,26945
17/01/2021,F,20-29,CRITICO,10
17/01/2021,F,20-29,LIEVE,9534
17/01/2021,F,20-29,PAUCI-SINTOMATICO,5980
17/01/2021,F,20-29,SEVERO,303
17/01/2021,F,30-39,ASINTOMATICO,26278
17/01/2021,F,30-39,CRITICO,27
17/01/2021,F,30-39,LIEVE,10822
17/01/2021,F,30-39,PAUCI-SINTOMATICO,6698
17/01/2021,F,30-39,SEVERO,496
17/01/2021,F,40-49,ASINTOMATICO,33845
17/01/2021,F,40-49,CRITICO,44
17/01/2021,F,40-49,LIEVE,15256
17/01/2021,F,40-49,PAUCI-SINTOMATICO,8693
17/01/2021,F,40-49,SEVERO,641
17/01/2021,F,50-59,ASINTOMATICO,37045
17/01/2021,F,50-59,CRITICO,137
17/01/2021,F,50-59,LIEVE,16103
17/01/2021,F,50-59,PAUCI-SINTOMATICO,9480
17/01/2021,F,50-59,SEVERO,1099
17/01/2021,F,60-69,ASINTOMATICO,22496
17/01/2021,F,60-69,CRITICO,286
17/01/2021,F,60-69,LIEVE,9365
17/01/2021,F,60-69,PAUCI-SINTOMATICO,5402
17/01/2021,F,60-69,SEVERO,1485
17/01/2021,F,70-79,ASINTOMATICO,16586
17/01/2021,F,70-79,CRITICO,343
17/01/2021,F,70-79,LIEVE,6593
17/01/2021,F,70-79,PAUCI-SINTOMATICO,3535
17/01/2021,F,70-79,SEVERO,2317
17/01/2021,F,80-89,ASINTOMATICO,15892
17/01/2021,F,80-89,CRITICO,193
17/01/2021,F,80-89,LIEVE,5168
17/01/2021,F,80-89,PAUCI-SINTOMATICO,2764
17/01/2021,F,80-89,SEVERO,3314
17/01/2021,F,>90,ASINTOMATICO,7444
17/01/2021,F,>90,CRITICO,39
17/01/2021,F,>90,LIEVE,1801
17/01/2021,F,>90,PAUCI-SINTOMATICO,942
17/01/2021,F,>90,SEVERO,1045
17/01/2021,F,Non noto,ASINTOMATICO,29
17/01/2021,F,Non noto,LIEVE,<5
17/01/2021,F,Non noto,PAUCI-SINTOMATICO,<5
17/01/2021,F,Non noto,SEVERO,<5
17/01/2021,M,0-9,ASINTOMATICO,10861
17/01/2021,M,0-9,CRITICO,<5
17/01/2021,M,0-9,LIEVE,2249
17/01/2021,M,0-9,PAUCI-SINTOMATICO,1326
17/01/2021,M,0-9,SEVERO,87
17/01/2021,M,10-19,ASINTOMATICO,21397
17/01/2021,M,10-19,CRITICO,5
17/01/2021,M,10-19,LIEVE,5392
17/01/2021,M,10-19,PAUCI-SINTOMATICO,3486
17/01/2021,M,10-19,SEVERO,90
17/01/2021,M,20-29,ASINTOMATICO,28126
17/01/2021,M,20-29,CRITICO,20
17/01/2021,M,20-29,LIEVE,9219
17/01/2021,M,20-29,PAUCI-SINTOMATICO,5448
17/01/2021,M,20-29,SEVERO,250
17/01/2021,M,30-39,ASINTOMATICO,26721
17/01/2021,M,30-39,CRITICO,46
17/01/2021,M,30-39,LIEVE,9733
17/01/2021,M,30-39,PAUCI-SINTOMATICO,5689
17/01/2021,M,30-39,SEVERO,496
17/01/2021,M,40-49,ASINTOMATICO,31210
17/01/2021,M,40-49,CRITICO,147
17/01/2021,M,40-49,LIEVE,12770
17/01/2021,M,40-49,PAUCI-SINTOMATICO,6733
17/01/2021,M,40-49,SEVERO,1051
17/01/2021,M,50-59,ASINTOMATICO,35616
17/01/2021,M,50-59,CRITICO,434
17/01/2021,M,50-59,LIEVE,14640
17/01/2021,M,50-59,PAUCI-SINTOMATICO,7803
17/01/2021,M,50-59,SEVERO,2152
17/01/2021,M,60-69,ASINTOMATICO,24279
17/01/2021,M,60-69,CRITICO,760
17/01/2021,M,60-69,LIEVE,9617
17/01/2021,M,60-69,PAUCI-SINTOMATICO,5024
17/01/2021,M,60-69,SEVERO,2777
17/01/2021,M,70-79,ASINTOMATICO,15377
17/01/2021,M,70-79,CRITICO,794
17/01/2021,M,70-79,LIEVE,6615
17/01/2021,M,70-79,PAUCI-SINTOMATICO,3140
17/01/2021,M,70-79,SEVERO,3507
17/01/2021,M,80-89,ASINTOMATICO,8941
17/01/2021,M,80-89,CRITICO,253
17/01/2021,M,80-89,LIEVE,3691
17/01/2021,M,80-89,PAUCI-SINTOMATICO,1727
17/01/2021,M,80-89,SEVERO,2992
17/01/2021,M,>90,ASINTOMATICO,1920
17/01/2021,M,>90,CRITICO,25
17/01/2021,M,>90,LIEVE,684
17/01/2021,M,>90,PAUCI-SINTOMATICO,330
17/01/2021,M,>90,SEVERO,547
17/01/2021,M,Non noto,ASINTOMATICO,24
17/01/2021,M,Non noto,LIEVE,<5
17/01/2021,M,Non noto,PAUCI-SINTOMATICO,<5
19/01/2021,F,0-9,ASINTOMATICO,9998
19/01/2021,F,0-9,CRITICO,5
19/01/2021,F,0-9,LIEVE,1862
19/01/2021,F,0-9,PAUCI-SINTOMATICO,1225
19/01/2021,F,0-9,SEVERO,80
19/01/2021,F,10-19,ASINTOMATICO,19185
19/01/2021,F,10-19,CRITICO,<5
19/01/2021,F,10-19,LIEVE,5034
19/01/2021,F,10-19,PAUCI-SINTOMATICO,3633
19/01/2021,F,10-19,SEVERO,70
19/01/2021,F,20-29,ASINTOMATICO,26461
19/01/2021,F,20-29,CRITICO,9
19/01/2021,F,20-29,LIEVE,8827
19/01/2021,F,20-29,PAUCI-SINTOMATICO,5882
19/01/2021,F,20-29,SEVERO,292
19/01/2021,F,30-39,ASINTOMATICO,25816
19/01/2021,F,30-39,CRITICO,28
19/01/2021,F,30-39,LIEVE,9898
19/01/2021,F,30-39,PAUCI-SINTOMATICO,6537
19/01/2021,F,30-39,SEVERO,477
19/01/2021,F,40-49,ASINTOMATICO,32747
19/01/2021,F,40-49,CRITICO,48
19/01/2021,F,40-49,LIEVE,14080
19/01/2021,F,40-49,PAUCI-SINTOMATICO,8482
19/01/2021,F,40-49,SEVERO,617
19/01/2021,F,50-59,ASINTOMATICO,36356
19/01/2021,F,50-59,CRITICO,130
19/01/2021,F,50-59,LIEVE,14784
19/01/2021,F,50-59,PAUCI-SINTOMATICO,9221
19/01/2021,F,50-59,SEVERO,1086
19/01/2021,F,60-69,ASINTOMATICO,22285
19/01/2021,F,60-69,CRITICO,285
19/01/2021,F,60-69,LIEVE,8757
19/01/2021,F,60-69,PAUCI-SINTOMATICO,5257
19/01/2021,F,60-69,SEVERO,1458
19/01/2021,F,70-79,ASINTOMATICO,16437
19/01/2021,F,70-79,CRITICO,335
19/01/2021,F,70-79,LIEVE,6185
19/01/2021,F,70-79,PAUCI-SINTOMATICO,3492
19/01/2021,F,70-79,SEVERO,2263
19/01/2021,F,80-89,ASINTOMATICO,15713
19/01/2021,F,80-89,CRITICO,196
19/01/2021,F,80-89,LIEVE,4924
19/01/2021,F,80-89,PAUCI-SINTOMATICO,2700
19/01/2021,F,80-89,SEVERO,3232
19/01/2021,F,>90,ASINTOMATICO,7326
19/01/2021,F,>90,CRITICO,45
19/01/2021,F,>90,LIEVE,1738
19/01/2021,F,>90,PAUCI-SINTOMATICO,922
19/01/2021,F,>90,SEVERO,1036
19/01/2021,F,Non noto,ASINTOMATICO,27
19/01/2021,F,Non noto,LIEVE,<5
19/01/2021,F,Non noto,PAUCI-SINTOMATICO,<5
19/01/2021,F,Non noto,SEVERO,<5
19/01/2021,M,0-9,ASINTOMATICO,10670
19/01/2021,M,0-9,CRITICO,<5
19/01/2021,M,0-9,LIEVE,2121
19/01/2021,M,0-9,PAUCI-SINTOMATICO,1370
19/01/2021,M,0-9,SEVERO,82
19/01/2021,M,10-19,ASINTOMATICO,21114
19/01/2021,M,10-19,CRITICO,5
19/01/2021,M,10-19,LIEVE,5015
19/01/2021,M,10-19,PAUCI-SINTOMATICO,3438
19/01/2021,M,10-19,SEVERO,90
19/01/2021,M,20-29,ASINTOMATICO,27726
19/01/2021,M,20-29,CRITICO,24
19/01/2021,M,20-29,LIEVE,8509
19/01/2021,M,20-29,PAUCI-SINTOMATICO,5333
19/01/2021,M,20-29,SEVERO,243
19/01/2021,M,30-39,ASINTOMATICO,26284
19/01/2021,M,30-39,CRITICO,43
19/01/2021,M,30-39,LIEVE,8968
19/01/2021,M,30-39,PAUCI-SINTOMATICO,5555
19/01/2021,M,30-39,SEVERO,470
19/01/2021,M,40-49,ASINTOMATICO,30259
19/01/2021,M,40-49,CRITICO,146
19/01/2021,M,40-49,LIEVE,11669
19/01/2021,M,40-49,PAUCI-SINTOMATICO,6609
19/01/2021,M,40-49,SEVERO,1026
19/01/2021,M,50-59,ASINTOMATICO,34969
19/01/2021,M,50-59,CRITICO,423
19/01/2021,M,50-59,LIEVE,13568
19/01/2021,M,50-59,PAUCI-SINTOMATICO,7641
19/01/2021,M,50-59,SEVERO,2083
19/01/2021,M,60-69,ASINTOMATICO,23989
19/01/2021,M,60-69,CRITICO,743
19/01/2021,M,60-69,LIEVE,9004
19/01/2021,M,60-69,PAUCI-SINTOMATICO,4922
19/01/2021,M,60-69,SEVERO,2707
19/01/2021,M,70-79,ASINTOMATICO,15236
19/01/2021,M,70-79,CRITICO,796
19/01/2021,M,70-79,LIEVE,6102
19/01/2021,M,70-79,PAUCI-SINTOMATICO,3099
19/01/2021,M,70-79,SEVERO,3435
19/01/2021,M,80-89,ASINTOMATICO,8950
19/01/2021,M,80-89,CRITICO,248
19/01/2021,M,80-89,LIEVE,3513
19/01/2021,M,80-89,PAUCI-SINTOMATICO,1697
19/01/2021,M,80-89,SEVERO,2940
19/01/2021,M,>90,ASINTOMATICO,1902
19/01/2021,M,>90,CRITICO,29
19/01/2021,M,>90,LIEVE,655
19/01/2021,M,>90,PAUCI-SINTOMATICO,330
19/01/2021,M,>90,SEVERO,570
19/01/2021,M,Non noto,ASINTOMATICO,25
19/01/2021,M,Non noto,LIEVE,<5
19/01/2021,M,Non noto,PAUCI-SINTOMATICO,<5
21/01/2021,F,0-9,ASINTOMATICO,9964
21/01/2021,F,0-9,CRITICO,5
21/01/2021,F,0-9,LIEVE,1727
21/01/2021,F,0-9,PAUCI-SINTOMATICO,1229
21/01/2021,F,0-9,SEVERO,82
21/01/2021,F,10-19,ASINTOMATICO,19040
21/01/2021,F,10-19,CRITICO,<5
21/01/2021,F,10-19,LIEVE,4495
21/01/2021,F,10-19,PAUCI-SINTOMATICO,3593
21/01/2021,F,10-19,SEVERO,77
21/01/2021,F,20-29,ASINTOMATICO,26439
21/01/2021,F,20-29,CRITICO,9
21/01/2021,F,20-29,LIEVE,7934
21/01/2021,F,20-29,PAUCI-SINTOMATICO,5705
21/01/2021,F,20-29,SEVERO,288
21/01/2021,F,30-39,ASINTOMATICO,25950
21/01/2021,F,30-39,CRITICO,26
21/01/2021,F,30-39,LIEVE,8898
21/01/2021,F,30-39,PAUCI-SINTOMATICO,6346
21/01/2021,F,30-39,SEVERO,476
21/01/2021,F,40-49,ASINTOMATICO,33117
21/01/2021,F,40-49,CRITICO,44
21/01/2021,F,40-49,LIEVE,12552
21/01/2021,F,40-49,PAUCI-SINTOMATICO,8263
21/01/2021,F,40-49,SEVERO,613
21/01/2021,F,50-59,ASINTOMATICO,36703
21/01/2021,F,50-59,CRITICO,123
21/01/2021,F,50-59,LIEVE,13238
21/01/2021,F,50-59,PAUCI-SINTOMATICO,8968
21/01/2021,F,50-59,SEVERO,1053
21/01/2021,F,60-69,ASINTOMATICO,22331
21/01/2021,F,60-69,CRITICO,266
21/01/2021,F,60-69,LIEVE,7937
21/01/2021,F,60-69,PAUCI-SINTOMATICO,5092
21/01/2021,F,60-69,SEVERO,1438
21/01/2021,F,70-79,ASINTOMATICO,16495
21/01/2021,F,70-79,CRITICO,312
21/01/2021,F,70-79,LIEVE,5614
21/01/2021,F,70-79,PAUCI-SINTOMATICO,3377
21/01/2021,F,70-79,SEVERO,2235
21/01/2021,F,80-89,ASINTOMATICO,15836
21/01/2021,F,80-89,CRITICO,179
21/01/2021,F,80-89,LIEVE,4585
21/01/2021,F,80-89,PAUCI-SINTOMATICO,2634
21/01/2021,F,80-89,SEVERO,3177
21/01/2021,F,>90,ASINTOMATICO,7409
21/01/2021,F,>90,CRITICO,44
21/01/2021,F,>90,LIEVE,1632
21/01/2021,F,>90,PAUCI-SINTOMATICO,896
21/01/2021,F,>90,SEVERO,1018
21/01/2021,F,Non noto,ASINTOMATICO,23
21/01/2021,F,Non noto,LIEVE,<5
21/01/2021,F,Non noto,PAUCI-SINTOMATICO,<5
21/01/2021,F,Non noto,SEVERO,<5
21/01/2021,M,0-9,ASINTOMATICO,10604
21/01/2021,M,0-9,CRITICO,<5
21/01/2021,M,0-9,LIEVE,1937
21/01/2021,M,0-9,PAUCI-SINTOMATICO,1392
21/01/2021,M,0-9,SEVERO,91
21/01/2021,M,10-19,ASINTOMATICO,20890
21/01/2021,M,10-19,CRITICO,<5
21/01/2021,M,10-19,LIEVE,4534
21/01/2021,M,10-19,PAUCI-SINTOMATICO,3392
21/01/2021,M,10-19,SEVERO,90
21/01/2021,M,20-29,ASINTOMATICO,27537
21/01/2021,M,20-29,CRITICO,26
21/01/2021,M,20-29,LIEVE,7577
21/01/2021,M,20-29,PAUCI-SINTOMATICO,5216
21/01/2021,M,20-29,SEVERO,246
21/01/2021,M,30-39,ASINTOMATICO,26329
21/01/2021,M,30-39,CRITICO,36
21/01/2021,M,30-39,LIEVE,8000
21/01/2021,M,30-39,PAUCI-SINTOMATICO,5433
21/01/2021,M,30-39,SEVERO,458
21/01/2021,M,40-49,ASINTOMATICO,30460
21/01/2021,M,40-49,CRITICO,135
21/01/2021,M,40-49,LIEVE,10352
21/01/2021,M,40-49,PAUCI-SINTOMATICO,6458
21/01/2021,M,40-49,SEVERO,1000
21/01/2021,M,50-59,ASINTOMATICO,35042
21/01/2021,M,50-59,CRITICO,410
21/01/2021,M,50-59,LIEVE,12110
21/01/2021,M,50-59,PAUCI-SINTOMATICO,7420
21/01/2021,M,50-59,SEVERO,2043
21/01/2021,M,60-69,ASINTOMATICO,23868
21/01/2021,M,60-69,CRITICO,719
21/01/2021,M,60-69,LIEVE,8126
21/01/2021,M,60-69,PAUCI-SINTOMATICO,4828
21/01/2021,M,60-69,SEVERO,2630
21/01/2021,M,70-79,ASINTOMATICO,15177
21/01/2021,M,70-79,CRITICO,779
21/01/2021,M,70-79,LIEVE,5557
21/01/2021,M,70-79,PAUCI-SINTOMATICO,2994
21/01/2021,M,70-79,SEVERO,3351
21/01/2021,M,80-89,ASINTOMATICO,8906
21/01/2021,M,80-89,CRITICO,241
21/01/2021,M,80-89,LIEVE,3277
21/01/2021,M,80-89,PAUCI-SINTOMATICO,1663
21/01/2021,M,80-89,SEVERO,2908
21/01/2021,M,>90,ASINTOMATICO,1892
21/01/2021,M,>90,CRITICO,25
21/01/2021,M,>90,LIEVE,619
21/01/2021,M,>90,PAUCI-SINTOMATICO,320
21/01/2021,M,>90,SEVERO,548
21/01/2021,M,Non noto,ASINTOMATICO,25
21/01/2021,M,Non noto,LIEVE,<5
21/01/2021,M,Non noto,PAUCI-SINTOMATICO,<5
22/01/2021,F,0-9,ASINTOMATICO,9829
22/01/2021,F,0-9,CRITICO,6
22/01/2021,F,0-9,LIEVE,1769
22/01/2021,F,0-9,PAUCI-SINTOMATICO,1238
22/01/2021,F,0-9,SEVERO,81
22/01/2021,F,10-19,ASINTOMATICO,18749
22/01/2021,F,10-19,CRITICO,<5
22/01/2021,F,10-19,LIEVE,4538
22/01/2021,F,10-19,PAUCI-SINTOMATICO,3583
22/01/2021,F,10-19,SEVERO,74
22/01/2021,F,20-29,ASINTOMATICO,26092
22/01/2021,F,20-29,CRITICO,9
22/01/2021,F,20-29,LIEVE,8000
22/01/2021,F,20-29,PAUCI-SINTOMATICO,5701
22/01/2021,F,20-29,SEVERO,288
22/01/2021,F,30-39,ASINTOMATICO,25579
22/01/2021,F,30-39,CRITICO,25
22/01/2021,F,30-39,LIEVE,8987
22/01/2021,F,30-39,PAUCI-SINTOMATICO,6333
22/01/2021,F,30-39,SEVERO,477
22/01/2021,F,40-49,ASINTOMATICO,32557
22/01/2021,F,40-49,CRITICO,43
22/01/2021,F,40-49,LIEVE,12668
22/01/2021,F,40-49,PAUCI-SINTOMATICO,8312
22/01/2021,F,40-49,SEVERO,615
22/01/2021,F,50-59,ASINTOMATICO,36009
22/01/2021,F,50-59,CRITICO,121
22/01/2021,F,50-59,LIEVE,13380
22/01/2021,F,50-59,PAUCI-SINTOMATICO,9023
22/01/2021,F,50-59,SEVERO,1062
22/01/2021,F,60-69,ASINTOMATICO,22033
22/01/2021,F,60-69,CRITICO,269
22/01/2021,F,60-69,LIEVE,8016
22/01/2021,F,60-69,PAUCI-SINTOMATICO,5122
22/01/2021,F,60-69,SEVERO,1429
22/01/2021,F,70-79,ASINTOMATICO,16296
22/01/2021,F,70-79,CRITICO,304
22/01/2021,F,70-79,LIEVE,5676
22/01/2021,F,70-79,PAUCI-SINTOMATICO,3373
22/01/2021,F,70-79,SEVERO,2247
22/01/2021,F,80-89,ASINTOMATICO,15726
22/01/2021,F,80-89,CRITICO,169
22/01/2021,F,80-89,LIEVE,4592
22/01/2021,F,80-89,PAUCI-SINTOMATICO,2626
22/01/2021,F,80-89,SEVERO,3174
22/01/2021,F,>90,ASINTOMATICO,7413
22/01/2021,F,>90,CRITICO,45
22/01/2021,F,>90,LIEVE,1643
22/01/2021,F,>90,PAUCI-SINTOMATICO,912
22/01/2021,F,>90,SEVERO,1012
22/01/2021,F,Non noto,ASINTOMATICO,23
22/01/2021,F,Non noto,LIEVE,<5
22/01/2021,F,Non noto,PAUCI-SINTOMATICO,<5
22/01/2021,F,Non noto,SEVERO,<5
22/01/2021,M,0-9,ASINTOMATICO,10462
22/01/2021,M,0-9,CRITICO,<5
22/01/2021,M,0-9,LIEVE,1981
22/01/2021,M,0-9,PAUCI-SINTOMATICO,1392
22/01/2021,M,0-9,SEVERO,90
22/01/2021,M,10-19,ASINTOMATICO,20535
22/01/2021,M,10-19,CRITICO,5
22/01/2021,M,10-19,LIEVE,4594
22/01/2021,M,10-19,PAUCI-SINTOMATICO,3409
22/01/2021,M,10-19,SEVERO,89
22/01/2021,M,20-29,ASINTOMATICO,27067
22/01/2021,M,20-29,CRITICO,26
22/01/2021,M,20-29,LIEVE,7676
22/01/2021,M,20-29,PAUCI-SINTOMATICO,5234
22/01/2021,M,20-29,SEVERO,243
22/01/2021,M,30-39,ASINTOMATICO,25911
22/01/2021,M,30-39,CRITICO,38
22/01/2021,M,30-39,LIEVE,8108
22/01/2021,M,30-39,PAUCI-SINTOMATICO,5471
22/01/2021,M,30-39,SEVERO,462
22/01/2021,M,40-49,ASINTOMATICO,29963
22/01/2021,M,40-49,CRITICO,135
22/01/2021,M,40-49,LIEVE,10439
22/01/2021,M,40-49,PAUCI-SINTOMATICO,6431
22/01/2021,M,40-49,SEVERO,1000
22/01/2021,M,50-59,ASINTOMATICO,34435
22/01/2021,M,50-59,CRITICO,415
22/01/2021,M,50-59,LIEVE,12238
22/01/2021,M,50-59,PAUCI-SINTOMATICO,7409
22/01/2021,M,50-59,SEVERO,2039
22/01/2021,M,60-69,ASINTOMATICO,23570
22/01/2021,M,60-69,CRITICO,714
22/01/2021,M,60-69,LIEVE,8200
22/01/2021,M,60-69,PAUCI-SINTOMATICO,4859
22/01/2021,M,60-69,SEVERO,2635
22/01/2021,M,70-79,ASINTOMATICO,14920
22/01/2021,M,70-79,CRITICO,775
22/01/2021,M,70-79,LIEVE,5593
22/01/2021,M,70-79,PAUCI-SINTOMATICO,3032
22/01/2021,M,70-79,SEVERO,3356
22/01/2021,M,80-89,ASINTOMATICO,8807
22/01/2021,M,80-89,CRITICO,233
22/01/2021,M,80-89,LIEVE,3294
22/01/2021,M,80-89,PAUCI-SINTOMATICO,1661
22/01/2021,M,80-89,SEVERO,2899
22/01/2021,M,>90,ASINTOMATICO,1887
22/01/2021,M,>90,CRITICO,21
22/01/2021,M,>90,LIEVE,619
22/01/2021,M,>90,PAUCI-SINTOMATICO,317
22/01/2021,M,>90,SEVERO,549
22/01/2021,M,Non noto,ASINTOMATICO,25
22/01/2021,M,Non noto,LIEVE,<5
22/01/2021,M,Non noto,PAUCI-SINTOMATICO,<5
23/01/2021,F,0-9,ASINTOMATICO,9803
23/01/2021,F,0-9,CRITICO,6
23/01/2021,F,0-9,LIEVE,1751
23/01/2021,F,0-9,PAUCI-SINTOMATICO,1252
23/01/2021,F,0-9,SEVERO,82
23/01/2021,F,10-19,ASINTOMATICO,18654
23/01/2021,F,10-19,CRITICO,<5
23/01/2021,F,10-19,LIEVE,4501
23/01/2021,F,10-19,PAUCI-SINTOMATICO,3578
23/01/2021,F,10-19,SEVERO,74
23/01/2021,F,20-29,ASINTOMATICO,25877
23/01/2021,F,20-29,CRITICO,8
23/01/2021,F,20-29,LIEVE,7890
23/01/2021,F,20-29,PAUCI-SINTOMATICO,5707
23/01/2021,F,20-29,SEVERO,289
23/01/2021,F,30-39,ASINTOMATICO,25440
23/01/2021,F,30-39,CRITICO,23
23/01/2021,F,30-39,LIEVE,8918
23/01/2021,F,30-39,PAUCI-SINTOMATICO,6332
23/01/2021,F,30-39,SEVERO,477
23/01/2021,F,40-49,ASINTOMATICO,32379
23/01/2021,F,40-49,CRITICO,44
23/01/2021,F,40-49,LIEVE,12525
23/01/2021,F,40-49,PAUCI-SINTOMATICO,8313
23/01/2021,F,40-49,SEVERO,595
23/01/2021,F,50-59,ASINTOMATICO,35758
23/01/2021,F,50-59,CRITICO,119
23/01/2021,F,50-59,LIEVE,13253
23/01/2021,F,50-59,PAUCI-SINTOMATICO,9014
23/01/2021,F,50-59,SEVERO,1063
23/01/2021,F,60-69,ASINTOMATICO,21933
23/01/2021,F,60-69,CRITICO,275
23/01/2021,F,60-69,LIEVE,7901
23/01/2021,F,60-69,PAUCI-SINTOMATICO,5150
23/01/2021,F,60-69,SEVERO,1431
23/01/2021,F,70-79,ASINTOMATICO,16222
23/01/2021,F,70-79,CRITICO,297
23/01/2021,F,70-79,LIEVE,5652
23/01/2021,F,70-79,PAUCI-SINTOMATICO,3381
23/01/2021,F,70-79,SEVERO,2240
23/01/2021,F,80-89,ASINTOMATICO,15642
23/01/2021,F,80-89,CRITICO,168
23/01/2021,F,80-89,LIEVE,4536
23/01/2021,F,80-89,PAUCI-SINTOMATICO,2620
23/01/2021,F,80-89,SEVERO,3159
23/01/2021,F,>90,ASINTOMATICO,7405
23/01/2021,F,>90,CRITICO,47
23/01/2021,F,>90,LIEVE,1623
23/01/2021,F,>90,PAUCI-SINTOMATICO,920
23/01/2021,F,>90,SEVERO,1010
23/01/2021,F,Non noto,ASINTOMATICO,23
23/01/2021,F,Non noto,LIEVE,<5
23/01/2021,F,Non noto,PAUCI-SINTOMATICO,<5
23/01/2021,F,Non noto,SEVERO,<5
23/01/2021,M,0-9,ASINTOMATICO,10415
23/01/2021,M,0-9,CRITICO,<5
23/01/2021,M,0-9,LIEVE,1982
23/01/2021,M,0-9,PAUCI-SINTOMATICO,1407
23/01/2021,M,0-9,SEVERO,93
23/01/2021,M,10-19,ASINTOMATICO,20465
23/01/2021,M,10-19,CRITICO,<5
23/01/2021,M,10-19,LIEVE,4571
23/01/2021,M,10-19,PAUCI-SINTOMATICO,3410
23/01/2021,M,10-19,SEVERO,91
23/01/2021,M,20-29,ASINTOMATICO,26878
23/01/2021,M,20-29,CRITICO,26
23/01/2021,M,20-29,LIEVE,7594
23/01/2021,M,20-29,PAUCI-SINTOMATICO,5249
23/01/2021,M,20-29,SEVERO,243
23/01/2021,M,30-39,ASINTOMATICO,25758
23/01/2021,M,30-39,CRITICO,42
23/01/2021,M,30-39,LIEVE,8017
23/01/2021,M,30-39,PAUCI-SINTOMATICO,5512
23/01/2021,M,30-39,SEVERO,458
23/01/2021,M,40-49,ASINTOMATICO,29763
23/01/2021,M,40-49,CRITICO,135
23/01/2021,M,40-49,LIEVE,10315
23/01/2021,M,40-49,PAUCI-SINTOMATICO,6409
23/01/2021,M,40-49,SEVERO,992
23/01/2021,M,50-59,ASINTOMATICO,34201
23/01/2021,M,50-59,CRITICO,419
23/01/2021,M,50-59,LIEVE,12153
23/01/2021,M,50-59,PAUCI-SINTOMATICO,7377
23/01/2021,M,50-59,SEVERO,2028
23/01/2021,M,60-69,ASINTOMATICO,23472
23/01/2021,M,60-69,CRITICO,711
23/01/2021,M,60-69,LIEVE,8118
23/01/2021,M,60-69,PAUCI-SINTOMATICO,4854
23/01/2021,M,60-69,SEVERO,2628
23/01/2021,M,70-79,ASINTOMATICO,14878
23/01/2021,M,70-79,CRITICO,770
23/01/2021,M,70-79,LIEVE,5523
23/01/2021,M,70-79,PAUCI-SINTOMATICO,3049
23/01/2021,M,70-79,SEVERO,3313
23/01/2021,M,80-89,ASINTOMATICO,8767
23/01/2021,M,80-89,CRITICO,231
23/01/2021,M,80-89,LIEVE,3283
23/01/2021,M,80-89,PAUCI-SINTOMATICO,1650
23/01/2021,M,80-89,SEVERO,2868
23/01/2021,M,>90,ASINTOMATICO,1871
23/01/2021,M,>90,CRITICO,22
23/01/2021,M,>90,LIEVE,607
23/01/2021,M,>90,PAUCI-SINTOMATICO,311
23/01/2021,M,>90,SEVERO,547
23/01/2021,M,Non noto,ASINTOMATICO,25
23/01/2021,M,Non noto,LIEVE,<5
23/01/2021,M,Non noto,PAUCI-SINTOMATICO,<5
24/01/2021,F,0-9,ASINTOMATICO,9880
24/01/2021,F,0-9,CRITICO,6
24/01/2021,F,0-9,LIEVE,1804
24/01/2021,F,0-9,PAUCI-SINTOMATICO,1259
24/01/2021,F,0-9,SEVERO,79
24/01/2021,F,10-19,ASINTOMATICO,18554
24/01/2021,F,10-19,CRITICO,<5
24/01/2021,F,10-19,LIEVE,4488
24/01/2021,F,10-19,PAUCI-SINTOMATICO,3599
24/01/2021,F,10-19,SEVERO,74
24/01/2021,F,20-29,ASINTOMATICO,25738
24/01/2021,F,20-29,CRITICO,6
24/01/2021,F,20-29,LIEVE,7877
24/01/2021,F,20-29,PAUCI-SINTOMATICO,5692
24/01/2021,F,20-29,SEVERO,285
24/01/2021,F,30-39,ASINTOMATICO,25298
24/01/2021,F,30-39,CRITICO,22
24/01/2021,F,30-39,LIEVE,8889
24/01/2021,F,30-39,PAUCI-SINTOMATICO,6296
24/01/2021,F,30-39,SEVERO,475
24/01/2021,F,40-49,ASINTOMATICO,32131
24/01/2021,F,40-49,CRITICO,45
24/01/2021,F,40-49,LIEVE,12506
24/01/2021,F,40-49,PAUCI-SINTOMATICO,8265
24/01/2021,F,40-49,SEVERO,588
24/01/2021,F,50-59,ASINTOMATICO,35468
24/01/2021,F,50-59,CRITICO,118
24/01/2021,F,50-59,LIEVE,13215
24/01/2021,F,50-59,PAUCI-SINTOMATICO,8964
24/01/2021,F,50-59,SEVERO,1061
24/01/2021,F,60-69,ASINTOMATICO,21779
24/01/2021,F,60-69,CRITICO,261
24/01/2021,F,60-69,LIEVE,7928
24/01/2021,F,60-69,PAUCI-SINTOMATICO,5110
24/01/2021,F,60-69,SEVERO,1449
24/01/2021,F,70-79,ASINTOMATICO,16083
24/01/2021,F,70-79,CRITICO,297
24/01/2021,F,70-79,LIEVE,5665
